PRODID,PRODNAME,PRICE,MATERIAL,COLOR,BRAND,OFFER,CATEGORY,TYPE,PACKCONT,CAREINST,NETQTY,DARTS,MANUFACTURED,MARKETEDBY,ORIGIN
KGskirtsandtops0015white,London Hills baby girl peach skirt and white top,2399,Polyster-cotton,White,London Hills,40,Kids,Girls Skirts & Tops,skirt and top,Normal wash,2,No,"London Hills, UK","London Hills, Birmingham, UK",UK
Mtshirt0001grey,Veirdo original,499,Cotton,Grey,Veirdo,20,Men,T-shirt,1 t-shirt,Dry clean,1,No,Veirdo- Ahmedabad,souled store,India
Mtshirt0002black,Veirdo animal printed t-shirts,459,Polyester,Black,Veirdo,10,Men,T-shirt,1 t-shirt,Normal wash,1,No,Veirdo Ahmedabd,souled store,India
Mtshirt0003marvel,YoungTrendz marvel t-shirt,899,Cotton,White grey,YoungTrendz,5,Men,T-shirt,1 t-shirt,Normal wash,1,No,YoungTrendz Bangalore,Bangalore spinz,India
Mtshirt0004white,BLIVE men t-shirt,599,Cotton,White,BLIVE,10,Men,T-shirt,1 t-shirt,Machine Wash,1,No,BLIVE mumbai,Mumbai cottons,India
Mtshirt0005neongreen,Leotude neon green oversized t-shirts,999,Polyester,Neon green,Leotude,5,Men,T-shirt,1 t-shirt,Normal wash,1,No,Leotude,Leotude pune,India
Mtshirt0006blue,London Hills Blue Men t-shirts,459,Polyster-cotton,Blue,London Hills,15,Men,T-shirt,1 t-shirt,Normal wash,1,No,"London Hills, UK","London Hills, Birmingham, UK",UK
Mtshirt0007peach,London Hills men t-shirts,599,Cotton,Peach,London Hills,10,Men,T-shirt,1 t-shirt,Normal wash,1,No,"London Hills, UK","London Hills, Birmingham, UK",UK
Mtshirt0008black,London Hills men t-shirts,459,Cotton,Black,London Hills,10,Men,T-shirt,1 t-shirt,Normal wash,1,No,"London Hills, UK","London Hills, Birmingham, UK",UK
Mtshirt0010white,Jugular white Men T-shirts,399,Polyester,White,Jugular,5,Men,T-shirt,1 t-shirt,Normal wash,1,No,"Jugular, Chennai","Jugular marketers, Chennai ",India
Mtshirt0011peach,YoungTrendz Men t-shirts,399,Cotton,Peach,YoungTrendz,10,Men,T-shirt,1 t-shirt,Normal wash,1,No,"YoungTrendz, Bangalore","YoungTrendz spinz, Bangalore",India
Mtshirt0012black,Leotude men casual t-shirts,459,Polyster-cotton,Black,Leotude,15,Men,T-shirt,1 t-shirt,Normal wash,1,No,"Leotude, pPune","Leotude private Ltd., Pune",India
Mtshirt0013white,Leotude Men striped t-shirts,499,Cotton,White,Leotude,15,Men,T-shirt,1 t-shirt,Machine Wash,1,No,"Leotude, Pune","Leotude private Ltd., Pune",India
Mtshirt0014white,Veirdo casual men t-shirts,459,Cotton,White,Veirdo,12,Men,T-shirt,1 t-shirt,Normal wash,1,No,"Veirdo, Ahmedabad","Veirdo cotton mills, Ahmedabad",India
Mtshirt0015sapphire,BLIVE Men casuals,599,Polyster-cotton,Sapphire,BLIVE,5,Men,T-shirt,1 t-shirt,Normal wash,1,No,BLIVE Mumbai,BLIVE Mumbai,India
Fmen0001multicolored,Colourblocked Lace-Up Casual Shoes,999,PU,Multicolored,MAX,10,Footwears,Men,Type: Lace-Up,"Wipe with a clean, dry cloth to remove dust",2,No,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037","Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India
Fmen0002white,Colourblocked Lace-Up Sneakers,999,PU,White,MAX,12,Footwears,Men,Type: Sneakers,"Wipe with a clean, dry cloth to remove dust",2,No,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037","Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India
Fmen0003brown,Solid Strappy Open Toe Sandals,799,PU,Brown,MAX,15,Footwears,Men,Type: Causal,"Wipe with a clean, dry cloth to remove dust",2,No,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037","Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India
Fmen0004grey,MAX Men Striped Sliders,499,Eva,Grey,MAX,12,Footwears,Men,Style : Casual,"Wipe with a clean, dry cloth to remove dust",2,No,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037","Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India
Fmen0005blue,Men Textured Lace-Up Casual Shoes,600,Canvas,Blue,MAX,15,Footwears,Men,Type : Lace-Up,"Wipe with a clean, dry cloth to remove dust",2,No,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037","Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India
Fmen0006brown,MAX Men Solid Floaters,700,PU,Brown,MAX,18,Footwears,Men,Style: Causal,"Wipe with a clean, dry cloth to remove dust",2,No,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037","Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India
Fmen0007black,MAX Colourblocked Canvas Shoes,800,Canvas,Black,MAX,15,Footwears,Men,Type: Canvas,Do not Wash or Bleach. Clean with Soft damp Cloth,2,No,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037","Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India
Fmen0008blue,Men Camouflage Printed Slip-On Clogs,699,Eva,Blue,MAX,10,Footwears,Men,Style : Casual,"Wipe with a clean, dry cloth to remove dust",2,No,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037","Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India
Fmen0009green,MAX Men Solid Coloured Lace-Up Casual Shoes,999,PU,Green,MAX,15,Footwears,Men,Type : Lace-Up,"Wipe with a clean, dry cloth to remove dust",2,No,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037","Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India
Fmen0010brown,MAX Men Colourblock Lace-Up Casual Shoes,1299,PU,Brown,MAX,12,Footwears,Men,Type : Lace-Up,"Wipe with a clean, dry cloth to remove dust",2,No,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037","Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India
Fmen0011blue,MAX Men Colourblocked Flip Flops,499,PU,Blue,MAX,10,Footwears,Men,Style : Casual,"Wipe with a clean, dry cloth to remove dust",2,No,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037","Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India
Fmen0012red,MAX Men Textured Slip-On Sports Shoes,1200,Canvas,Red,MAX,10,Footwears,Men,Style : Sport,Hand Wash Only,2,No,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037","Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India
Fmen0013grey,MAX Men Textured Lace-Up Sports Shoes,1499,Synthetic,Grey,MAX,12,Footwears,Men,Style : Sport,"Wipe with a clean, dry cloth to remove dust",2,No,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037","Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India
Fmen0014black,MAX Men Textured Casual Sandals,699,PU,Black,MAX,10,Footwears,Men,Style : Casual,"Wipe with a clean, dry cloth to remove dust",2,No,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037","Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India
Fmen0015brown,MAX Men Solid Slip-On Casual Shoes,1250,PU,Brown,MAX,10,Footwears,Men,Type : Slip-Ons,"Wipe with a clean, dry cloth to remove dust",2,No,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037","Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India
Fwomen0001grey,MAX Women Bow Checked Ballerinas,799,Eva,Grey,MAX,12,Footwears,Women,Type : Ballerinas,"Wipe with a clean, dry cloth to remove dust",2,No,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037","Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India
Fwomen0002pink,PINKWOOD Women Sandal Block Heel,1200,Leather,Pink,PinkWood,15,Footwears,Women,Heel Height: 2 inches,"Wipe with a clean, dry cloth to remove dust",2,No,"F NO.106, NIRVANA, NEHRU MARG, BEHIND BALAJI WADAPAV, KANJURMARG (E) MUMBAI Mumbai ,Maharashtra,India,400042.","F NO.106, NIRVANA, NEHRU MARG, BEHIND BALAJI WADAPAV, KANJURMARG (E) MUMBAI Mumbai ,Maharashtra,India,400042.",Canada
Fwomen0003yellow,Moveon Thinking Casual Strep Heel Sandal,999,Velvet,Yellow,Moveon Thinking,10,Footwears,Women,Heel Height: 1.5 inches,"Wipe with a clean, dry cloth to remove dust",2,No,"Vaishnavi Signature, No. 78/9, Outer Ring Road, Bellandur, Varthur Hobli, Bengaluru-560103, Karnataka, India","Vaishnavi Signature, No. 78/9, Outer Ring Road, Bellandur, Varthur Hobli, Bengaluru-560103, Karnataka, India",India
Fwomen0004blue,Women Blue Heels Sandal,1200,TPR,Blue,Khadim,10,Footwears,Women,Type for Heels: Wedges,"Wipe with a clean, dry cloth to remove dust",2,No,"7th Floor, Tower C, DLF IT Park, 08 Major Arterial Road , Block - AF, New Town (Rajarhat), Kolkata - 700156","7th Floor, Tower C, DLF IT Park, 08 Major Arterial Road , Block - AF, New Town (Rajarhat), Kolkata - 700156",India
Fwomen0005pink,GINGER Women Printed Slipper,599,Eva,Pink,Lifestyle,12,Footwears,Women,Toe Shape : Open-Toe,Do not Wash or Bleach. Clean with Soft damp Cloth,2,No,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037","Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India
Fwomen0006purple,Women Purple Casual Sandal,599,Eva,Purple,MAX,12,Footwears,Women,Type: Casual,"Wipe with a clean, dry cloth to remove dust",2,No,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037","Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India
Fwomen0007black,MAX Women Solid Cone Heels,1299,PU,Black,MAX,15,Footwears,Women,Heel Height : 2.25 Inches,"Wipe with a clean, dry cloth to remove dust",2,No,"Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037","Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India
Fwomen0008green,Air Jordan 1 Mid,7200,Leather,Green,Nike,15,Footwears,Women,Type : Lace-Up,"Wipe with a clean, dry cloth to remove dust",2,No,"Nike Global Trading B.V. Singapore Branch, 30 Pasir Panjang Road, #10-31/32, Mapletree Business City, Singapore 117 440","Nike Global Trading B.V.Singapore Branch, 30 Pasir Panjang Road, #10-31/32, Mapletree Business City, Singapore 117 440",USA
Fwomen0009grey,Grey Printed One-Toe Flats For Women,499,Synthetic,Grey,Khadim,12,Footwears,Women,Type for : Heels Wedges,"Wipe with a clean, dry cloth to remove dust",2,No,"7th Floor, Tower C, DLF IT Park, 08 Major Arterial Road , Block - AF, New Town (Rajarhat), Kolkata - 700156","7th Floor, Tower C, DLF IT Park, 08 Major Arterial Road , Block - AF, New Town (Rajarhat), Kolkata - 700156",India
Fwomen0010grey,Women Knitted Slip-On Shoes,1250,PU,Grey,Outryt,10,Footwears,Women,Sole: Rubber,"Wipe with a clean, dry cloth to remove dust",2,No,"Reliance Retail Ltd, Shed No 77/80 Indian Corporation Godown, Mankoli Naka, Village: Dapode, Taluka: Bhiwandi, Dist: Thane, Maharashtra - 421302","Reliance Retail Ltd, Shed No 77/80 Indian Corporation Godown, Mankoli Naka, Village: Dapode, Taluka: Bhiwandi, Dist: Thane, Maharashtra - 421302",China
Fwomen0011black,Cleo Black Ballerina for Women,699,TPR,Black,Cleo,30,Footwears,Women,Shoe Style: Ballet Flats,Do not Wash or Bleach. Clean with Soft damp Cloth,2,No,"Shree Laxmi Footwear (Plot #18/47 Begum Deori, near Kastoori Devi Jain School, Maithan, Agra - 282003, Uttar Pradesh)","Shree Laxmi Footwear (Plot #18/47 Begum Deori, near Kastoori Devi Jain School, Maithan, Agra - 282003, Uttar Pradesh)",India
Fwomen0012grey,Cleo Grey Loafers Casual Shoe for Women,699,TPR,Blue,Cleo,10,Footwears,Women,Shoe Style: Loafers,Do not Wash or Bleach. Clean with Soft damp Cloth,2,No,"Nirwan Footwears (Plot No. 14, Tangra Industrial Estate Phase II, 45, Radhanath Chowdhury Rd, Seal Lane, Tangra, Kolkata - 700015, West Bengal)","Nirwan Footwears (Plot No. 14, Tangra Industrial Estate Phase II, 45, Radhanath Chowdhury Rd, Seal Lane, Tangra, Kolkata - 700015, West Bengal)",India
Fwomen0013red,Women Red Heels Sandal,1100,Eva,Red,Sherrif,18,Footwears,Women,Type for Heels : Stiletto,"Wipe with a clean, dry cloth to remove dust",2,No,KHASRA NO 1529 MAUJA NARAICH BASTI HATHRAS ROAD AGRA Agra-282006 Uttar Pradesh,KHASRA NO 1529 MAUJA NARAICH BASTI HATHRAS ROAD AGRA Agra-282006 Uttar Pradesh,India
Fwomen0014black,Sharon by Khadim's Women Black Heel Sandal,899,Fabric/Textile,Black,Khadim,15,Footwears,Women,Type for Heels : Wedges,"Wipe with a clean, dry cloth to remove dust",2,No,"7th Floor, Tower C, DLF IT Park, 08 Major Arterial Road , Block - AF, New Town (Rajarhat), Kolkata - 700156","7th Floor, Tower C, DLF IT Park, 08 Major Arterial Road , Block - AF, New Town (Rajarhat), Kolkata - 700156",India
Fwomen0015pink,Cleo Pink Heel Sandal for Women,999,Synthetic/Neolite,Pink,Cleo,12,Footwears,Women,Heel Height: 2.5 inches,Do not Wash or Bleach. Clean with Soft damp Cloth,2,No,"7th Floor, Tower C, DLF IT Park, 08 Major Arterial Road , Block - AF, New Town (Rajarhat), Kolkata - 700156","7th Floor, Tower C, DLF IT Park, 08 Major Arterial Road , Block - AF, New Town (Rajarhat), Kolkata - 700156",India
WAcsHB145801BlUeSliNG,Csb Horizontal Bag,1300,Synthetic,Light-Blue,Lavie,30,Accessories,Handbags,Sling bag,"Wipe with clean, dry cloth",1,NA,"Bagzone Lifestyles Pvt Ltd | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai-400093","Bagzone Lifestyles Pvt Ltd | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai-400093",CHINA
WAcsHB145802BrOWnSliNG,Messenger Bag with Detachable Strap,3549,Polyurethane (PU),Brown,Mark & Keith,35,Accessories,Handbags,Handbag,"Wipe with clean, dry cloth",1,NA,"MBG SALES PVT.LTD. 53A/1 RAMA ROAD IND. AREA KIRTI NAGAR, NEW DELHI 110015","MBG SALES PVT.LTD. 53A/1 RAMA ROAD IND. AREA KIRTI NAGAR, NEW DELHI 110015",INDIA
WAcsHB145803BlUeSliNG,Sling Bag with Detachable Chain Strap,1990,Faux Leather,Blue,Yelloe,30,Accessories,Handbags,Sling bag,"Wipe with clean, dry cloth",1,NA,"Yelloe Design Inc, 7/9 Singh Sabha Road, Shakti Nagar, New Delhi - 110007","Yelloe Design Inc, 7/9 Singh Sabha Road, Shakti Nagar, New Delhi - 110007",INDIA
WAcsHB145804GrEYHanDBag,Reptilian Tote Bag with Adjustable Strap,10849,Leather,Grey,DA MILANO,20,Accessories,Handbags,Handbag,"Wipe with clean, dry cloth",1,NA,"DA MILANO LeatherS PVT LTD, 85, KAPASHERA BIJWASAN ROAD,DELHI-110037","DA MILANO LeatherS PVT LTD, 85, KAPASHERA BIJWASAN ROAD,DELHI-110037",INDIA
WAcsHB145805BlUeSliNG,Handbag with Detachable Strap,4499,Synthetic,Mint Green,LAVIE,56,Accessories,Handbags,Handbag,"Wipe with clean, dry cloth",1,NA,"Bagzone Lifestyles Pvt Ltd | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 400093","Bagzone Lifestyles Pvt Ltd | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 400093",INDIA
WAcsHB145806BlUeSliNG,Panelled Shoulder Bag with Adjustable Strap,3100,Polyurethane (PU),Green,Legal Bribe,60,Accessories,Handbags,Handbag,"Wipe with clean, dry cloth",1,NA,"Legal Bribe - 2491, Teliwara Chowk, Sadar Bazar, Delhi-110006","Legal Bribe - 2491, Teliwara Chowk, Sadar Bazar, Delhi-110006",INDIA
WAcsHB145807TanSliNG,Tote Bag with Detachable Strap,3295,Synthetic,Tan,Carlton London,25,Accessories,Handbags,Sling bag,"Wipe with clean, dry cloth",1,NA,Carlton Retail Pvt Ltd Opp 32 Miles Silkora Village Sector 30 Gurgaon Haryana-122001,Carlton Retail Pvt Ltd Opp 32 Miles Silkora Village Sector 30 Gurgaon Haryana-122001,CHINA
WAcsHB145808BlUeSliNG,Sling Bag with Embossed Branding,3999,Faux Leather,Blue,Caprese,40,Accessories,Handbags,Sling Bag,"Wipe with clean, dry cloth",1,NA,"VIP Industries Ltd DGP House, 5th Floor 88C Old Prabhadevi Road, Mumbai, Maharashtra - 400025","VIP Industries Ltd DGP House, 5th Floor 88C Old Prabhadevi Road, Mumbai, Maharashtra - 400025",CHINA
WAcsHB145809BlkSliNG,Tote Bag with Adjustable Sling Strap,3499,Faux Leather,Black,Miraggio,20,Accessories,Handbags,Handbag,"Wipe with clean, dry cloth",1,NA,"Miraggio Lifestyles Private Limited, Plot No.: D06, Golf Course Road, Sector-56, Sushant Lok-2, Gurugram, Haryana - 122001","Miraggio Lifestyles Private Limited, Plot No.: D06, Golf Course Road, Sector-56, Sushant Lok-2, Gurugram, Haryana - 122001",INDIA
WAcsHB145810WTSliNG,White Women Sling Bag - Mini,800,Polyurethane (PU),Classic White,Pursify,50,Accessories,Handbags,Purse,"Wipe with clean, dry cloth",1,NA,Self-made Product,Self-made Product,INDIA
WAcsHB145811WTChaiN,Sling Bag with Chain Strap,6999,Polyurethane (PU),White,Calvin Klein,30,Accessories,Handbags,Sling bag,Avoid contact with water & perfume,1,NA,"PVH Arvind Fashion Private Limited,No.15 &16, 9th Floor, Vayudooth Chambers,M.G.Road, Bangalore - 560 001,India","PVH Arvind Fashion Private Limited,No.15 &16, 9th Floor, Vayudooth Chambers,M.G.Road, Bangalore - 560 001,India",CAMBODIA
WAcsHB145812CRsBdybg,BLUIS Flap-Over Crossbody Bag,7999,Polyurethane (PU),Black,Steve Madden,25,Accessories,Handbags,Sling Bag,"Wipe with clean, dry cloth",1,NA,"Reliance Brands Limited, 5th Floor, Court House, Lokmanya Tilak Marg, Dhobi Talao, Mumbai 400002, Maharashtra.","Reliance Brands Limited, 5th Floor, Court House, Lokmanya Tilak Marg, Dhobi Talao, Mumbai 400002, Maharashtra.",CHINA
WAcsHB145813TaNSliNG,Reptilian-Textured Fold-Over Slingbag,2195,Synthetic,Tan,Carlton London,46,Accessories,Handbags,Sling bag,"Wipe with clean, dry cloth",1,NA,Carlton Retail Pvt Ltd Opp 32 Miles Silkora Village Sector 30 Gurgaon Haryana-122001,Carlton Retail Pvt Ltd Opp 32 Miles Silkora Village Sector 30 Gurgaon Haryana-122001,CHINA
WAcsHB145814SiLVerComBO,LEGAL BRIBE Women's Checkered Bag-in-Bag (Silver Gray)-Combo of 3,3999,Polyurethane (PU),Grey,Legal Bribe,20,Accessories,Handbags,Handbag Combo,"Wipe with clean, dry cloth",3,NA,"Legal Bribe, 2491, Teliwara, Sadar Bazar, Delhi","Legal Bribe, 2491, Teliwara, Sadar Bazar, Delhi",INDIA
WAcsHB145815CRsBdYSliNG,Moritz Crossbody Sling,3999,Synthetic,Purple,Lavie,60,Accessories,Handbags,Sling bag,Avoid contact with water & perfume,1,NA,Bagzone Life Styles Pvt Ltd,Bagzone Life Styles Pvt Ltd,CHINA
WAcsWaTCh566001AnaLGMEtal,AX5536 Analogue Watch with Mesh Strap,12995,Stainless Steel,Gold,Fossil,20,Accessories,Watches,Women's Watch,Clean the dial with a cotton cloth,1,NA,"Fossil India Pvt. Ltd., Khasra No: 2058/1754/18 & 2059/1754/18, Waka Mouza Bhatoli kalan, Baddi 173205 India","Fossil India Pvt. Ltd., Khasra No: 2058/1754/18 & 2059/1754/18, Waka Mouza Bhatoli kalan, Baddi 173205 India",CHINA
WAcsWaTCh566002AnaLGMEtal,BQ3026I Analogue Watch with Metallic Strap,9495,Stainless Steel,Rose Gold,Fossil,50,Accessories,Watches,Women's Watch,Clean the dial with a cotton cloth,1,NA,"Fossil India Pvt Ltd Khata Khatoni No-147/150 Min, Village-Tipra Barotiwala Teh- Nalagarh Distt.-Solan (H.P) - 174103","Fossil India Pvt Ltd Khata Khatoni No-147/150 Min, Village-Tipra Barotiwala Teh- Nalagarh Distt.-Solan (H.P) - 174103",CHINA
WAcsWaTCh566003AnaLGMEtal,NP6078SM02 Water-Resistant Analogue Watch,2795,Stainless Steel,Silver,Fastrack,10,Accessories,Watches,Women's Watch,Clean the dial with a cotton cloth,1,NA,"Titan Company Ltd, 3 Sipcot Industrial Complex, Hosur - 635126; Telephone : +91(0)4344-664199, India","Titan Company Ltd, 3 Sipcot Industrial Complex, Hosur - 635126; Telephone : +91(0)4344-664199, India",INDIA
WAcsWaTCh566004AnaLGMEtal,DK11904-7 Analogue Watch with Metal Strap,5850,Stainless Steel,Silver,Daniel Klein,60,Accessories,Watches,Women's Watch,Clean the dial with a cotton cloth,1,NA,"Imported and Distributed by Designer Progressive India LLP, PLOT NO 18 INDUSTRIAL AREA, PHASE - 2, PANCHKULA (HARYANA) -134113","Imported and Distributed by Designer Progressive India LLP, PLOT NO 18 INDUSTRIAL AREA PHASE - 2, PANCHKULA (HARYANA) -134113",INDIA
WAcsWaTCh566005AnaLGpu,SKW2974I Water-Resistant Analogue Watch,9995,Polyurethane (PU),Brown,Skagen,30,Accessories,Watches,Women's Watch,Clean the dial with a cotton cloth,1,NA,"Fossil India Pvt. Ltd., Khasra No: 2058/1754/18 & 2059/1754/18, Waka Mouza Bhatoli kalan, Baddi 173205 India","Fossil India Pvt. Ltd., Khasra No: 2058/1754/18 & 2059/1754/18, Waka Mouza Bhatoli kalan, Baddi 173205 India",CHINA
WAcsWaTCh566006AnaLGLeather,Rose Gold Dial with Rose Gold Case,9145,Leather,Brown,Titan,10,Accessories,Watches,Women's Watch,Clean the dial with a cotton cloth,1,NA,"Titan Company Limited, #3, SIPCOT Industrial Complex, Hosur - 635126, Tamil Nadu; Telephone: +91-(0)4344-664199","Titan Company Limited, #3, SIPCOT Industrial Complex, Hosur - 635126, Tamil Nadu; Telephone: +91-(0)4344-664199",INDIA
WAcsWaTCh566007AnaLGMeTaL,BNS X209QM01 Stone-Studded Analogue Watch,3499,Stainless Steel,Brown,Gemini,37,Accessories,Watches,Women's Watch,Clean the dial with a cotton cloth,1,NA,"Bhatia & Sons - 9-b the mall road, near railway station, 151001, BATHINDA","Bhatia & Sons - 9-b the mall road, near railway station, 151001, BATHINDA",INDIA
WAcsWaTCh566008AnaLGLeather,SH259 Sheen SHE-4543CGL-2AUDF Analog Watch with Sapphire crystal,12995,Genuine Leather,Blue,Casio,20,Accessories,Watches,Women's Watch,Gently wipe off your watch from time-to-time to remove dirt,1,NA,"A-41, First Floor, Mathura Road, Mohan Cooperative Industrial Estate, New Delhi-110044","A-41, First Floor, Mathura Road, Mohan Cooperative Industrial Estate, New Delhi-110044",CHINA
WAcsWaTCh566009AnaLGMEtal,TWEL15102 Water-Resistant Analogue Watch,4995,Brass (Strap materia,Blue,Timex,20,Accessories,Watches,Women's Watch,Clean the dial with a cotton cloth,1,NA,"Timex Group India Limited, Plot No. 10, Industrial Area- Katha, Bhatoli Kalan, Baddi, Himachal Pradesh ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 173205","Timex Group India Limited, Plot No. 10, Industrial Area- Katha, Bhatoli Kalan, Baddi, Himachal Pradesh ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 173205",CHINA
WAcsWaTCh566010AnaLGMEtal,ES4897 Water-Resistant Analogue Watch,9495,Stainless Steel,Silver,Fossil,20,Accessories,Watches,Women's Watch,Clean the dial with a cotton cloth,1,NA,"Fossil India Pvt. Ltd., Khasra No: 2058/1754/18 & 2059/1754/18, Waka Mouza Bhatoli kalan, Baddi 173205 India","Fossil India Pvt. Ltd., Khasra No: 2058/1754/18 & 2059/1754/18, Waka Mouza Bhatoli kalan, Baddi 173205 India",CHINA
WAcsWaTCh566011AnaLGMEtal,TWEL15201 Water-Resistant Analogue Watch,5295,Brass (Strap materia,Rose Gold,Timex,27,Accessories,Watches,Women's Watch,Clean the dial with a cotton cloth,1,NA,"Timex Group India Limited, Plot No. 10, Industrial Area- Katha, Bhatoli Kalan, Baddi, Himachal Pradesh-173205","Timex Group India Limited, Plot No. 10, Industrial Area- Katha, Bhatoli Kalan, Baddi, Himachal Pradesh-173205",INDIA
